GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
3	rs72795440	2	55271581	rs12479297	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Red cell distribution width	approximately 445,000 European ancestry individuals	NA	2p16.1		RTN4			ENSG00000115310	NA	NA	rs12479297-?	rs12479297	0	12479297	intron_variant	0	NR	3E-8	7.52287874528034		NA		NR [~ 8900000] (imputed)	N
3	rs72795440	2	55286681	rs7582359	2019-11-05	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Body mass index	434,794 European ancestry female individuals	NA	2p16.1	NA	RTN4			ENSG00000115310	NA	NA	rs7582359-A	rs7582359	0	7582359	intron_variant	0	0.3294	2E-12	11.698970004336		0.0128	[0.0093-0.0163] unit decrease	NR [~ 27400000] (imputed)	N
9	rs7679031	4	41430052	rs7675059	2022-09-01	31882771	Al-Khelaifi F	2019-12-27	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/31882771	Metabolic GWAS of elite athletes reveals novel genetically-influenced metabolites associated with athletic performance.	Oleoyl-oleoyl-glycerol (18:1/18:1)  [1] levels in elite athletes	490 individuals	NA	4p13		LIMCH1			ENSG00000064042	NA	NA	rs7675059-?	rs7675059	0	7675059	intron_variant	0	NR	6E-6	5.22184874961636		0.37392125	[0.21-0.53] unit increase	Illumina [275016]	N
10	rs12197946	5	77389973	rs252749	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Body mass index	approximately 458,000 European ancestry individuals	NA	5q14.1		AP3B1			ENSG00000132842	NA	NA	rs252749-?	rs252749	0	252749	intron_variant	0	NR	2E-8	7.69897000433602		NA		NR [~ 8900000] (imputed)	N
10	rs12197946	5	77389973	rs252749	2021-01-26	32376654	Richardson TG	2020-05-06	BMJ	www.ncbi.nlm.nih.gov/pubmed/32376654	Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.	Adult body size	453,169 European ancestry individuals		5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs252749-G	rs252749	0	252749	intron_variant	0	0.754126	2E-9	8.69897000433602		0.00951744	[0.0064-0.0126] unit increase	Affymetrix [12370749]	N
10	rs12197946	5	77392117	rs252746	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FVC)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1		AP3B1			ENSG00000132842	NA	NA	rs252746-?	rs252746	0	252746	intron_variant	0	NR	1E-10	10	(EA)	25.37	[17.67-33.07] ml increase	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77392117	rs252746	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FEV1)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs252746-A	rs252746	0	252746	intron_variant	0	0.78	6E-9	8.22184874961636	(EA)	20.05	[13.29-26.81] ml increase	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77396400	rs425102	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	FEV1	321,047 European ancestry individuals	79,005 European ancestry individuals	5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs425102-T	rs425102	0	425102	intron_variant	0	0.7597	7E-9	8.15490195998574		0.0159	[0.011-0.021] unit increase	Affymetrix [19819130] (imputed)	N
10	rs12197946	5	77396400	rs425102	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Lung function (FVC)	321,047 European ancestry individuals	79,005 European ancestry individuals	5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs425102-T	rs425102	0	425102	intron_variant	0	0.7597	3E-14	13.5228787452803		0.0209	[0.015-0.026] unit increase	Affymetrix [19819130] (imputed)	N
10	rs12197946	5	77424836	rs1422067	2021-01-26	32376654	Richardson TG	2020-05-06	BMJ	www.ncbi.nlm.nih.gov/pubmed/32376654	Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.	Body size at age 10	453,169 European ancestry individuals	NA	5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs1422067-C	rs1422067	0	1422067	intron_variant	0	0.762745	4E-11	10.397940008672		0.0108803	[0.0077-0.0141] unit increase	Affymetrix [12370749]	N
10	rs12197946	5	77430426	rs1978427	2019-05-21	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Height	approximately 458,000 European ancestry individuals	NA	5q14.1		AP3B1			ENSG00000132842	NA	NA	rs1978427-?	rs1978427	0	1978427	intron_variant	0	NR	1E-37	37		NA		NR [~ 8900000] (imputed)	N
10	rs12197946	5	77430426	rs1978427	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Height	360,388 European ancestry individuals, 165,056 East Asian ancestry individuals	NA	5q14.1		AP3B1			ENSG00000132842	NA	NA	rs1978427-A	rs1978427	0	1978427	intron_variant	0	NR	1E-31	31		0.0201	[0.017-0.023] unit decrease	Affymetrix, Illumina [20538915] (imputed)	N
10	rs12197946	5	77440196	rs72776440	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FEV1)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1		AP3B1			ENSG00000132842	NA	NA	rs72776440-?	rs72776440	0	72776440	intron_variant	0	NR	3E-7	6.52287874528034		14.41	[8.92-19.9] ml decrease	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77440196	rs72776440	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FVC)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs72776440-C	rs72776440	0	72776440	intron_variant	0	0.21	3E-11	10.5228787452803		21.3	[15.01-27.59] ml decrease	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77440196	rs72776440	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FVC)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs72776440-C	rs72776440	0	72776440	intron_variant	0	0.22	3E-11	10.5228787452803	(EA)	24.97	[17.62-32.32] ml decrease	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77446725	rs72776445	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Waist-hip ratio	approximately 458,000 European ancestry individuals	NA	5q14.1		AP3B1			ENSG00000132842	NA	NA	rs72776445-?	rs72776445	0	72776445	intron_variant	0	NR	3E-9	8.52287874528034		NA		NR [~ 8900000] (imputed)	N
10	rs12197946	5	77450828	rs12513481	2019-02-08	30593698	Hubel C	2018-12-28	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/30593698	Genomics of body fat percentage may contribute to sex bias in anorexia nervosa.	Fat-free mass	70,700 European ancestry female individuals, 85,261 European ancestry male individuals	NA	5q14.1	NR	AP3B1			ENSG00000132842	NA	NA	rs12513481-?	rs12513481	0	12513481	intron_variant	0	NR	4E-8	7.39794000867204	(male)	0.22484	[0.14-0.3] unit decrease	Affymetrix [7794483] (imputed)	N
10	rs12197946	5	77450828	rs12513481	2019-02-08	30593698	Hubel C	2018-12-28	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/30593698	Genomics of body fat percentage may contribute to sex bias in anorexia nervosa.	Fat-free mass	70,700 European ancestry female individuals, 85,261 European ancestry male individuals	NA	5q14.1	NR	AP3B1			ENSG00000132842	NA	NA	rs12513481-?	rs12513481	0	12513481	intron_variant	0	NR	8E-12	11.0969100130081		0.17664	[0.13-0.23] unit decrease	Affymetrix [7794483] (imputed)	N
10	rs12197946	5	77450828	rs12513481	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FVC)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs12513481-C	rs12513481	0	12513481	intron_variant	0	0.23	2E-11	10.698970004336	(EA)	25.01	[17.68-32.34] ml decrease	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77450828	rs12513481	2018-11-01	30061609	Wyss AB	2018-07-30	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30061609	Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function.	Lung function (FEV1)	60,552 European ancestry individuals, 8,429 African individuals, 9,959 Korean ancestry individuals, 11,775 Hispanic individuals		5q14.1		AP3B1			ENSG00000132842	NA	NA	rs12513481-?	rs12513481	0	12513481	intron_variant	0	NR	9E-9	8.04575749056068	(EA)	18.87	[12.44-25.3] ml decrease	Affymetrix, Illumina [10900000] (imputed)	N
10	rs12197946	5	77495031	rs72776472	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FVC)	approximately 372,000 European ancestry individuals	NA	5q14.1		AP3B1			ENSG00000132842	NA	NA	rs72776472-?	rs72776472	0	72776472	intron_variant	0	NR	2E-15	14.698970004336		NA		NR [~ 8900000] (imputed)	N
10	rs12197946	5	77529144	rs111735044	2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	186,825 British ancestry men	NA	5q14.1	AP3B1	AP3B1			ENSG00000132842	NA	NA	rs111735044-A	rs111735044	0	111735044	intron_variant	0	NR	8E-15	14.0969100130081		0.0280262	[0.021-0.035] unit decrease	Affymetrix [323123] (imputed)	N
11	rs7720062	5	92455655	rs4869412	2020-07-24	32439900	Ntalla I	2020-05-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32439900	Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.	PR interval	271,570 European ancestry individuals	NA	5q15	NR2F1					NA	NA	rs4869412-G	rs4869412	0	4869412	regulatory_region_variant	1	0.4743	8E-11	10.0969100130081		0.4294	[0.3-0.56] ms increase	Affymetrix, Illumina [at least 167995] (imputed)	N
11	rs7720062	5	92455655	rs4869412	2020-07-24	32439900	Ntalla I	2020-05-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32439900	Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.	PR interval	271,570 European ancestry individuals, 8,173 African American individuals, 12,823 Hispanic/Latino individuals	NA	5q15	NR2F1					NA	NA	rs4869412-G	rs4869412	0	4869412	regulatory_region_variant	1	0.49	2E-10	9.69897000433602		0.4	[0.28-0.52] ms increase	Affymetrix, Illumina [at least 167995] (imputed)	N
11	rs7720062	5	92464416	rs12519773	2014-01-08	23793025	Anttila V	2013-06-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23793025	Genome-wide meta-analysis identifies new susceptibility loci for migraine.	Migraine	23,285 European ancestry cases, 95,425 European ancestry controls	NA	5q15	intergenic					NA	NA	rs12519773-?	rs12519773	0	12519773	intergenic_variant	1	0.52	2E-6	5.69897000433602		1.05	[1.03-1.08]	Affymetrix, Illumina [~ 2300000] (imputed)	N
11	rs7720062	5	92468867	rs4308464	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	5q15	NR	LINC02058 - POLD2P1	ENSG00000248528	ENSG00000213730		193570	134268	rs4308464-C	rs4308464	0	4308464	intergenic_variant	1	NR	1E-10	10		6.437	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
11	rs7720062	5	92468867	rs4308464	2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	5q15		LINC02058 - POLD2P1	ENSG00000248528	ENSG00000213730		193570	134268	rs4308464-?	rs4308464	0	4308464	intergenic_variant	1	NR	2E-11	10.698970004336		NA		NR [6307410] (imputed)	N
11	rs7720062	5	92477890	rs4342312	2021-01-13	33414549	Demange PA	2021-01-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33414549	Investigating the genetic architecture of noncognitive skills using GWAS-by-subtraction.	Cognitive aspects of educational attainment	257,700 European ancestry individuals	NA	5q15	NR					NA	NA	rs4342312-C	rs4342312	0	4342312	regulatory_region_variant	1	0.365805	1E-9	9		0.039525844	[0.027-0.052] unit increase	Affymetrix, Illumina, Perlegen [7305956] (imputed)	N
11	rs7720062	5	92477890	rs4342312	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance	257,841 European ancestry individuals	NA	5q15	Intergenic					NA	NA	rs4342312-A	rs4342312	0	4342312	regulatory_region_variant	1	0.3777	1E-9	9		0.0179	[0.012-0.024] unit decrease	Affymetrix, Illumina [10100000] (imputed)	N
11	rs7720062	5	92512481	rs6897863	2020-05-21	31969693	Coleman JRI	2020-01-23	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31969693	Genome-wide gene-environment analyses of major depressive disorder and reported lifetime traumatic experiences in UK Biobank.	Trauma exposure in major depressive disorder-negative individuals	10,701 European ancestry cases, 39,677 European ancestry controls	NA	5q15	NR	LINC02058 - POLD2P1	ENSG00000248528	ENSG00000213730		237184	90654	rs6897863-A	rs6897863	0	6897863	intergenic_variant	1	0.591422	2E-6	5.69897000433602		1.1363636	[1.08-1.19]	Affymetrix [7791636] (imputed)	N
11	rs7720062	5	92512481	rs6897863	2022-09-05	35764056	Rao S	2022-06-28	Neuropsychobiology	www.ncbi.nlm.nih.gov/pubmed/35764056	Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.	Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	20,183 European ancestry ADHD cases, 18,381 European ancestry ASD cases, up to 63,160 European ancestry controls, 269,867 European ancestry individuals with intelligence measurements	NA	5q15		LINC02058 - POLD2P1	ENSG00000248528	ENSG00000213730		237184	90654	rs6897863-?	rs6897863	0	6897863	intergenic_variant	1	NR	8E-12	11.0969100130081		NA		NR [6307410] (imputed)	N
11	rs7720062	5	92537336	rs11738974	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FVC)	approximately 372,000 European ancestry individuals	NA	5q15		NA - POLD2P1		ENSG00000213730		NA	65799	rs11738974-?	rs11738974	0	11738974	intergenic_variant	1	NR	3E-10	9.52287874528034		NA		NR [~ 8900000] (imputed)	N
11	rs7720062	5	92546237	rs4242244	2020-05-28	32231278	Hysi PG	2020-03-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32231278	Meta-analysis of 542,934 subjects of European ancestry identifies new genes and mechanisms predisposing to refractive error and myopia.	Refractive error	542,934 European ancestry individuals	NA	5q15	NA	NA - POLD2P1		ENSG00000213730		NA	56898	rs4242244-?	rs4242244	0	4242244	intergenic_variant	1		6E-9	8.22184874961636		NA		Affymetrix, Illumina [NR] (imputed)	N
11	rs7720062	5	92546237	rs4242244	2019-11-05	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Body mass index	806,834 European ancestry individuals	NA	5q15	NA	NA - POLD2P1		ENSG00000213730		NA	56898	rs4242244-T	rs4242244	0	4242244	intergenic_variant	1	0.5788	2E-10	9.69897000433602		0.0109	[0.0076-0.0142] unit increase	NR [~ 27400000] (imputed)	N
11	rs7720062	5	92549155	rs4370258	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken	430,445 European ancestry individuals	NA	5q15	Intergenic	NA - POLD2P1		ENSG00000213730		NA	53980	rs4370258-T	rs4370258	0	4370258	intergenic_variant	1	0.6197	4E-13	12.397940008672		0.0169	[0.012-0.021] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
11	rs7720062	5	92549155	rs4370258	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability	564,698 European ancestry individuals	NA	5q15	Intergenic	NA - POLD2P1		ENSG00000213730		NA	53980	rs4370258-T	rs4370258	0	4370258	intergenic_variant	1	0.6205	2E-16	15.698970004336		0.0166	[0.013-0.021] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
11	rs7720062	5	92562015	rs11742251	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	5q15	NR	NA - POLD2P1		ENSG00000213730		NA	41120	rs11742251-A	rs11742251	0	11742251	regulatory_region_variant	1	NR	4E-9	8.39794000867204		5.886	z-score increase	Affymetrix, Illumina [9295118] (imputed)	N
11	rs7720062	5	92562938	rs6871374	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	5q15	Intergenic	NA - POLD2P1		ENSG00000213730		NA	40197	rs6871374-A	rs6871374	0	6871374	intergenic_variant	1	0.6175	8E-20	19.0969100130081	(MTAG)	0.0168	[0.013-0.02] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
11	rs7720062	5	92574385	rs6873367	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	5q15	Intergenic	NA - POLD2P1		ENSG00000213730		NA	28750	rs6873367-T	rs6873367	0	6873367	intergenic_variant	1	0.6447	1E-19	19	(MTAG)	0.0156	[0.012-0.019] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
