ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000261115	TMEM178B	7	140774032	141180180	1	protein_coding	100507421	TMEM178B	NA	-0.160108882	11	21.5	6.8516e-06	rs10265001	17
ENSG00000082014	SMARCD3	7	150935850	150974982	-1	protein_coding	6604	SMARCD3	0.23191843214181	NA	1	1.729	4.02257e-08	rs17173769	18
ENSG00000148482	SLC39A12	10	18240768	18332221	1	protein_coding	221074	SLC39A12	0.000292985871332697	0.126473059	27	8.63	9.955e-08	10:18288491_TCAGAA_T	20
ENSG00000109911	ELP4	11	31531297	31805546	1	protein_coding	26610	ELP4	0.0125582812097109	-0.412136441	6	10.96	3.32574e-08	rs2071754;rs1806155	21
ENSG00000007372	PAX6	11	31806340	31839509	-1	protein_coding	5080	PAX6	0.998807897358069	-1.955521966	35	17.38	3.32574e-08	rs2071754;rs1806155	21
ENSG00000049449	RCN1	11	31833939	32127301	1	protein_coding	5954	RCN1	0.0163385637096446	-0.088632929	29	17.38	4.34771e-07	rs2071754;rs1806155	21
ENSG00000124920	MYRF	11	61520114	61555990	1	protein_coding	745	MYRF	0.999847803435962	-1.659589693	15	14.1	9.29639e-09	rs102275	23
ENSG00000134825	TMEM258	11	61535973	61560274	-1	protein_coding	746	TMEM258	0.000864646359600505	0.122739186	18	14.1	9.29639e-09	rs102275	23
ENSG00000168496	FEN1	11	61560109	61564716	1	protein_coding	2237	FEN1	3.47774227503768e-05	-0.45994024	16	14.1	9.29639e-09	rs102275	23
ENSG00000134824	FADS2	11	61560452	61634826	1	protein_coding	9415	FADS2	0.990052486204972	-0.476245695	56	14.1	9.29639e-09	rs102275	23
ENSG00000149485	FADS1	11	61567099	61596790	-1	protein_coding	3992	FADS1	0.383801126989728	-0.763752724	43	14.1	9.29639e-09	rs102275	23
ENSG00000168959	GRM5	11	88237744	88799113	-1	protein_coding	2915	GRM5	0.985984068270878	-0.290923341	83	12.21	1.00427e-06	rs12285584;rs10830209	24
ENSG00000077498	TYR	11	88910620	89028927	1	protein_coding	7299	TYR	7.26380826960726e-21	0.225784659	19	24.2	6.34309e-07	rs10830209;rs12285584	24
ENSG00000184226	PCDH9	13	66876967	67804468	-1	protein_coding	5101	PCDH9	0.97301427734079	-0.248673252	4	13.76	8.83757e-07	rs75597593	26
ENSG00000167139	TBC1D21	15	74165949	74181555	1	protein_coding	161514	TBC1D21	0.0223267587117133	-0.046150861	16	9.14	1.4383e-05	15:74096786_GA_G	27
ENSG00000048471	SNX29	16	12070594	12668146	1	protein_coding	92017	SNX29	1.78492586400224e-06	12.17004891	22	18.91	8.68152e-07	rs9933698	28
ENSG00000187323	DCC	18	49866542	51057784	1	protein_coding	1630	DCC	0.99999895681268	-0.239950445	210	18.56	5.67078e-09	rs757449308	29
ENSG00000196628	TCF4	18	52889562	53332018	-1	protein_coding	6925	TCF4	0.999866544499818	0.443465632	32	20.4	3.31858e-08	rs10503002;rs732779	30
