GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
2	rs2815748	1	72723211	rs61765646	2018-07-11	29497042	Verweij N	2018-03-01	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29497042	Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.	Heart rate response to recovery post exercise (10 sec)	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	NA	1p31.1	NEGR1	NEGR1			ENSG00000172260	NA	NA	rs61765646-T	rs61765646	0	61765646	intron_variant	0	0.813206	1E-13	13		0.0557609	[0.041-0.07] unit decrease	Affymetrix [509255] (imputed)	N
2	rs2815748	1	72750470	rs34361149	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Body mass index	359,983 European ancestry individuals, 163,835 East Asian ancestry individuals	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		2248	16685	rs34361149-A	rs34361149	0	34361149	intron_variant	1	NR	2E-26	25.698970004336		0.0309	[0.025-0.037] unit decrease	Affymetrix, Illumina [20538802] (imputed)	N
2	rs2815748	1	72751552	rs2613499	2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 24,646 African American cases, 8,616 Hispanic cases, 46,511 Asian ancestry cases, 965,732 European ancestry controls, 31,446 African American controls, 11,829 Hispanic controls, 169,776 Asian ancestry controls	NA	1p31.1	NR	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		3330	15603	rs2613499-G	rs2613499	0	2613499	intron_variant	1	0.199	1E-11	11		0.0363	[0.026-0.047] unit decrease	Affymetrix, Illumina [at least 945603] (imputed)	N
2	rs2815748	1	72751552	rs2613499	2021-01-26	32376654	Richardson TG	2020-05-06	BMJ	www.ncbi.nlm.nih.gov/pubmed/32376654	Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.	Adult body size	453,169 European ancestry individuals		1p31.1	NEGR1	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		3330	15603	rs2613499-A	rs2613499	0	2613499	intron_variant	1	0.808963	1E-26	26		0.0185702	[0.015-0.022] unit increase	Affymetrix [12370749]	N
2	rs2815748	1	72752073	rs12740789	2018-07-11	29497042	Verweij N	2018-03-01	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29497042	Genetic study links components of the autonomous nervous system to heart-rate profile during exercise.	Heart rate response to recovery post exercise (20 sec)	5,4137 European ancestry individuals, 1,744 Asian individuals, 1,445 African individuals, 468 admixed individuals, 1,024 individuals	NA	1p31.1	NEGR1	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		3851	15082	rs12740789-G	rs12740789	0	12740789	intron_variant	1	0.82089	1E-9	9		0.046075	[0.031-0.061] unit decrease	Affymetrix [509255] (imputed)	N
2	rs2815748	1	72752073	rs12740789	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	1p31.1	NR	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		3851	15082	rs12740789-A	rs12740789	0	12740789	intron_variant	1	0.178	1E-17	17	(Conditioned on chr1:73824909)	0.02849727	[0.022-0.035] unit decrease	NR [~ 10000000] (imputed)	N
2	rs2815748	1	72752073	rs12740789	2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		3851	15082	rs12740789-G	rs12740789	0	12740789	intron_variant	1	0.803	6E-20	19.2218487496164		0.014	[0.01-0.018] unit increase	NR [NR] (imputed)	N
2	rs2815748	1	72752073	rs12740789	2022-08-05	35835914	Watanabe K	2022-07-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/35835914	Genome-wide meta-analysis of insomnia prioritizes genes associated with metabolic and psychiatric pathways.	Insomnia	222,753 European ancestry male cases, 993,280 European ancestry male controls	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		3851	15082	rs12740789-A	rs12740789	0	12740789	intron_variant	1	NR	1E-15	15		0.014	[0.01-0.018] unit decrease	Illumina [10177566] (imputed)	N
2	rs2815748	1	72752939	rs2613498	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Body mass index	approximately 458,000 European ancestry individuals	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		4717	14216	rs2613498-?	rs2613498	0	2613498	intron_variant	1	NR	4E-40	39.397940008672		NA		NR [~ 8900000] (imputed)	N
2	rs2815748	1	72752939	rs2613498	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		4717	14216	rs2613498-?	rs2613498	0	2613498	intron_variant	1	NR	8E-9	8.09691001300806		NA		NR [~ 8900000] (imputed)	N
2	rs2815748	1	72754314	rs61765651	2020-01-08	31504550	Bradfield JP	2019-07-05	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/31504550	A Trans-ancestral Meta-Analysis of Genome-Wide Association Studies Reveals Loci Associated with Childhood Obesity.	Childhood obesity	8,613 European ancestry cases, 3,213 African American cases, 69 Moroccan ancestry cases, 986 Hispanic/Latino cases, 124 East Asian ancestry cases, 12,696 European ancestry controls, 1,392 African American controls, 64 Moroccan ancestry controls, 993 Hispanic/Latino controls, 454 East Asian ancestry controls	NA	1p31.1	NR	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6092	12841	rs61765651-T	rs61765651	0	61765651	intron_variant	1	NR	4E-7	6.39794000867204	(EA)	0.1346	[0.083-0.187] unit decrease	Affymetrix, Illumina [up to 15123508] (imputed)	N
2	rs2815748	1	72754314	rs61765651	2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Body mass index	457,822 European ancestry individuals	NA	1p31.1	NR	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6092	12841	rs61765651-?	rs61765651	0	61765651	intron_variant	1	NR	2E-38	37.698970004336		NA		Affymetrix [~ 8270000] (imputed)	N
2	rs2815748	1	72754314	rs61765651	2022-08-05	35835914	Watanabe K	2022-07-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/35835914	Genome-wide meta-analysis of insomnia prioritizes genes associated with metabolic and psychiatric pathways.	Insomnia	593,724 European ancestry cases, 1,771,286 European ancestry controls	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6092	12841	rs61765651-T	rs61765651	0	61765651	intron_variant	1	NR	9E-29	28.0457574905607		0.014	[0.012-0.016] unit decrease	Illumina [10713943] (imputed)	N
2	rs2815748	1	72754314	rs61765651	2020-10-30	33045005	Vogelezang S	2020-10-12	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/33045005	Novel loci for childhood body mass index and shared heritability with adult cardiometabolic traits.	Childhood body mass index	39,620 European ancestry individuals	NA	1p31.1	NEGR1	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6092	12841	rs61765651-C	rs61765651	0	61765651	intron_variant	1	0.83	1E-8	8		0.058	[0.038-0.078] unit increase	Affymetrix, Illumina [8227808] (imputed)	N
2	rs2815748	1	72754788	rs2613496	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	1p31.1	NR	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6566	12367	rs2613496-C	rs2613496	0	2613496	intron_variant	1	0.821	4E-17	16.397940008672		0.0118521	[0.0091-0.0146] unit increase	NR [9732723] (imputed)	N
2	rs2815748	1	72754788	rs2613496	2022-11-17	34887591	Graham SE	2021-12-09	Nature	www.ncbi.nlm.nih.gov/pubmed/34887591	The power of genetic diversity in genome-wide association studies of lipids.	High density lipoprotein cholesterol levels	40,963 South Asian ancestry individuals, 48,057 Hispanic individuals, 99,432 Admixed African or African ancestry individuals, 146,492 East Asian ancestry individuals, 1,320,016 European ancestry individuals	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6566	12367	rs2613496-?	rs2613496	0	2613496	intron_variant	1	NR	2E-12	11.698970004336		NA		NR [52000000] (imputed)	N
2	rs2815748	1	72754788	rs2613496	2022-11-17	34887591	Graham SE	2021-12-09	Nature	www.ncbi.nlm.nih.gov/pubmed/34887591	The power of genetic diversity in genome-wide association studies of lipids.	High density lipoprotein cholesterol levels	1,320,016 European ancestry individuals	NA	1p31.1		NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		6566	12367	rs2613496-C	rs2613496	0	2613496	intron_variant	1	0.816177	2E-9	8.69897000433602		0.0141294	[0.011-0.018] unit decrease	NR [52000000] (imputed)	N
2	rs2815748	1	72764289	rs2815757	2019-06-25	30804565	Jansen PR	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804565	Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.	Insomnia	651,923 European ancestry males, 679,087 European ancestry females	NA	1p31.1	NR	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		16067	2866	rs2815757-T	rs2815757	0	2815757	intron_variant	1	0.8089	2E-13	12.698970004336		1.057	[1.04-1.07]	Affymetrix, Illumina [NR] (imputed)	N
2	rs2815748	1	72764289	rs2815757	2019-06-25	30804565	Jansen PR	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804565	Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.	Insomnia	651,923 European ancestry males, 679,087 European ancestry females	NA	1p31.1	NA	NEGR1 - RPL31P12	ENSG00000172260	ENSG00000284996		16067	2866	rs2815757-T	rs2815757	0	2815757	intron_variant	1	0.8089	4E-10	9.39794000867204	(Male)	1.08	[1.06-1.1]	Affymetrix, Illumina [NR] (imputed)	N
2	rs2815748	1	72814783	rs2815749	2021-07-27	34187846	Ong JS	2021-06-29	Gut	www.ncbi.nlm.nih.gov/pubmed/34187846	Multitrait genetic association analysis identifies 50 new risk loci for gastro-oesophageal reflux, seven new loci for Barrett's oesophagus and provides insights into clinical heterogeneity in reflux diagnosis.	Gastroesophageal reflux disease	129,080 European ancestry cases, 473,524 European ancestry controls	462,753 cases, 1,127,474 controls	1p31.1	NEGR1	RPL31P12 - NA	ENSG00000284996			47271	NA	rs2815749-A	rs2815749	0	2815749	intron_variant	1	0.2	1E-10	10		0.039	unit decrease	NR [2324712] (imputed)	N
2	rs2815748	1	72819884	rs2613500	2019-09-23	31501611	Karlsson T	2019-09-09	Nat Med	www.ncbi.nlm.nih.gov/pubmed/31501611	Contribution of genetics to visceral adiposity and its relation to cardiovascular and metabolic disease.	Predicted visceral adipose tissue	325,153 British ancestry individuals	NA	1p31.1	NR	RPL31P12 - NA	ENSG00000284996			52372	NA	rs2613500-T	rs2613500	0	2613500	intron_variant	1	0.1975	5E-18	17.301029995664		0.026889954	[0.021-0.033] unit decrease	Affymetrix [10549349] (imputed)	N
2	rs2815748	1	72835410	rs2613505	2019-11-04	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Waist-hip ratio	697,734 European ancestry individuals	NA	1p31.1	NA	RPL31P12 - RNU6-1246P	ENSG00000284996	ENSG00000212366		67898	347936	rs2613505-T	rs2613505	0	2613505	intron_variant	1	0.8197	1E-13	13		0.0161	[0.012-0.02] unit increase	NR [~ 27400000] (imputed)	N
2	rs2815748	1	72835410	rs2613505	2022-11-17	34887591	Graham SE	2021-12-09	Nature	www.ncbi.nlm.nih.gov/pubmed/34887591	The power of genetic diversity in genome-wide association studies of lipids.	Triglyceride levels	40,963 South Asian ancestry individuals, 48,057 Hispanic individuals, 99,432 Admixed African or African ancestry individuals, 146,492 East Asian ancestry individuals, 1,320,016 European ancestry individuals	NA	1p31.1		RPL31P12 - RNU6-1246P	ENSG00000284996	ENSG00000212366		67898	347936	rs2613505-?	rs2613505	0	2613505	intron_variant	1	NR	4E-11	10.397940008672		NA		NR [52000000] (imputed)	N
2	rs2815748	1	72835410	rs2613505	2022-11-17	34887591	Graham SE	2021-12-09	Nature	www.ncbi.nlm.nih.gov/pubmed/34887591	The power of genetic diversity in genome-wide association studies of lipids.	Triglyceride levels	1,320,016 European ancestry individuals	NA	1p31.1		RPL31P12 - RNU6-1246P	ENSG00000284996	ENSG00000212366		67898	347936	rs2613505-T	rs2613505	0	2613505	intron_variant	1	0.810705	3E-10	9.52287874528034		0.0139303	[0.01-0.017] unit increase	NR [52000000] (imputed)	N
2	rs2815748	1	72838529	rs1993709	2019-11-04	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Body mass index	374,756 European ancestry male individuals	NA	1p31.1	NA	RPL31P12 - NA	ENSG00000284996			71017	NA	rs1993709-A	rs1993709	0	1993709	intron_variant	1	0.1805	1E-52	52		0.0317	[0.028-0.036] unit decrease	NR [~ 27400000] (imputed)	N
2	rs2815748	1	72838529	rs1993709	2019-02-28	30677029	Riveros-McKay F	2019-01-24	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/30677029	Genetic architecture of human thinness compared to severe obesity.	Obesity (extreme)	1,456 British ancestry obese children, 6,460 European ancestry control adults	up to 7,526 British ancestry obese individuals, at least 4,405 obese individuals, up to 20,720 British ancestry controls, 61,166 controls	1p31.1	NEGR1	RPL31P12 - NA	ENSG00000284996			71017	NA	rs1993709-?	rs1993709	0	1993709	intron_variant	1	NR	5E-6	5.30102999566398		1.29	[1.16-1.44]	Illumina [~ 41266535] (imputed)	N
2	rs2815748	1	72838529	rs1993709	2019-11-04	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Waist-hip ratio	316,772 European ancestry male individuals	NA	1p31.1	NR	RPL31P12 - NA	ENSG00000284996			71017	NA	rs1993709-A	rs1993709	0	1993709	intron_variant	1	0.1811	1E-13	13		0.0161	[0.012-0.02] unit decrease	NR [~ 27400000] (imputed)	N
2	rs2815748	1	72838529	rs1993709	2013-10-24	23563609	Wheeler E	2013-04-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23563609	Genome-wide SNP and CNV analysis identifies common and low-frequency variants associated with severe early-onset obesity.	Obesity (early onset extreme)	1,509 European ancestry cases, 5,380 European ancestry controls	971 European ancestry cases, 1,990 European ancestry controls	1p31.1	NEGR1	RPL31P12 - NA	ENSG00000284996			71017	NA	rs1993709-G	rs1993709	0	1993709	intron_variant	1	0.81	5E-13	12.301029995664		1.38	[1.26-1.50]	Affymetrix [~ 2000000] (imputed)	N
2	rs2815748	1	72838529	rs1993709	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Neuroticism	approximately 372,000 European ancestry individuals	NA	1p31.1		RPL31P12 - NA	ENSG00000284996			71017	NA	rs1993709-?	rs1993709	0	1993709	intron_variant	1	NR	4E-8	7.39794000867204		NA		NR [~ 8900000] (imputed)	N
2	rs2815748	1	72839774	rs2613503	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. usually)	129,270 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	1p31.1	LOC100132353/KRT8P21	RPL31P12 - NA	ENSG00000284996			72262	NA	rs2613503-A	rs2613503	0	2613503	intron_variant	1	0.801866	3E-7	6.52287874528034		1.03	[1.02-1.05]	Affymetrix [14661600] (imputed)	N
2	rs2815748	1	72839774	rs2613503	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. sometimes/usually)	345,022 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	1p31.1	LOC100132353/KRT8P21	RPL31P12 - NA	ENSG00000284996			72262	NA	rs2613503-A	rs2613503	0	2613503	intron_variant	1	0.801866	4E-8	7.39794000867204		1.03	[1.02-1.05]	Affymetrix [14661600] (imputed)	N
2	rs2815748	1	72839774	rs2613503	2020-09-14	32541925	Vujkovic M	2020-06-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32541925	Discovery of 318 new risk loci for type 2 diabetes and related vascular outcomes among 1.4 million participants in a multi-ancestry meta-analysis.	Type 2 diabetes	148,726 European ancestry cases, 965,732 European ancestry controls	NA	1p31.1	NR	RPL31P12 - NA	ENSG00000284996			72262	NA	rs2613503-C	rs2613503	0	2613503	intron_variant	1	0.1988	7E-11	10.1549019599857		0.0392	[0.027-0.051] unit decrease	Affymetrix, Illumina [1198787] (imputed)	N
2	rs2815748	1	72839774	rs2613503	2018-11-26	30275531	Klarin D	2018-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30275531	Genetics of blood lipids among ~300,000 multi-ethnic participants of the Million Veteran Program.	Triglycerides	215,551 European ancestry individuals, 57,332 African American individuals, 24,743 Hispanic individuals	Up to 319,677 individuals	1p31.1	intergenic	RPL31P12 - NA	ENSG00000284996			72262	NA	rs2613503-A	rs2613503	0	2613503	intron_variant	1	0.8334	2E-10	9.69897000433602		0.0178	[0.012-0.023] mg dl-1 increase	Affymetrix [up to 31400000] (imputed)	N
